Date,Open,High,Low,Close,Adj Close,Volume
19-10-2020,1580.459961,1642.359985,1525.670044,1641,1641,9226500
26-10-2020,1625.01001,1687,1514.619995,1621.01001,1621.01001,11248500
02-11-2020,1628.160034,1793.640015,1616.030029,1761.75,1761.75,11494700
09-11-2020,1790.900024,1818.060059,1717.300049,1777.02002,1777.02002,8915800
16-11-2020,1771.699951,1799.069946,1737.005005,1742.189941,1742.189941,7130800
23-11-2020,1749.599976,1804,1717.719971,1793.189941,1793.189941,5670300
30-11-2020,1781.18396,1847.199951,1755,1827.98999,1827.98999,7388200
07-12-2020,1819,1834.27002,1740.319946,1781.77002,1781.77002,6508300
14-12-2020,1775,1797.390015,1720.219971,1731.01001,1731.01001,10237100
21-12-2020,1713.51001,1747.98999,1699,1738.849976,1738.849976,4145700
28-12-2020,1751.63501,1792.439941,1725.599976,1751.880005,1751.880005,5010400
04-01-2021,1757.540039,1809.839966,1699,1807.209961,1807.209961,9964900
11-01-2021,1786.069946,1794.314941,1721.550049,1736.189941,1736.189941,6182500
18-01-2021,1752.25,1934.859985,1741.459961,1901.050049,1901.050049,7560900
25-01-2021,1920.670044,1929.579956,1809,1835.73999,1835.73999,9374400
01-02-2021,1853.569946,2116.5,1850.930054,2098,2098,11381500
08-02-2021,2105.909912,2123.547119,2063.090088,2104.110107,2104.110107,5068700
15-02-2021,2104.360107,2152.679932,2097.409912,2101.139893,2101.139893,4783700
22-02-2021,2067,2100.780029,2002.02002,2036.859985,2036.859985,8195100
01-03-2021,2056.52002,2118.110107,2010,2108.540039,2108.540039,8336500
08-03-2021,2101.129883,2128.810059,2021.609985,2061.919922,2061.919922,7578200
15-03-2021,2062.300049,2123.560059,2017.680054,2043.199951,2043.199951,7765000
22-03-2021,2041.839966,2078.209961,2010.72998,2035.550049,2035.550049,7388200
29-03-2021,2027.880005,2142.939941,2015.619995,2137.75,2137.75,5425300
05-04-2021,2152.939941,2289.040039,2151.620117,2285.879883,2285.879883,7210500
12-04-2021,2266.25,2306.596924,2238.465088,2297.76001,2297.76001,6245800
19-04-2021,2291.97998,2325.820068,2256.449951,2315.300049,2315.300049,6007900
26-04-2021,2319.929932,2452.37793,2304.27002,2410.120117,2410.120117,9561500
03-05-2021,2402.719971,2419.699951,2311.699951,2398.689941,2398.689941,6730200
10-05-2021,2374.889893,2378,2230.050049,2316.159912,2316.159912,7317200
17-05-2021,2309.320068,2369,2263.52002,2345.100098,2345.100098,5157900
24-05-2021,2367,2442.944092,2360.110107,2411.560059,2411.560059,6250400
31-05-2021,2422,2453.858887,2382.830078,2451.76001,2451.76001,4030900
07-06-2021,2451.320068,2526.98999,2441.072998,2513.929932,2513.929932,6275500
14-06-2021,2513.389893,2543.929932,2482.999023,2511.350098,2511.350098,7505500
21-06-2021,2514.800049,2555.919922,2502.685059,2539.899902,2539.899902,5967600
28-06-2021,2540,2576.959961,2495.149902,2574.379883,2574.379883,5567300
05-07-2021,2588.98999,2612.798096,2560.800049,2591.48999,2591.48999,3645800
12-07-2021,2596.669922,2659.919922,2592,2636.909912,2636.909912,4145800
19-07-2021,2623.110107,2776.169922,2570.73999,2756.320068,2756.320068,4976100
26-07-2021,2765,2800.219971,2696.283936,2704.419922,2704.419922,8157100
02-08-2021,2709.689941,2741.601074,2683.669922,2740.719971,2740.719971,4057900
09-08-2021,2738.97998,2776.955078,2728.574951,2768.120117,2768.120117,3541900
16-08-2021,2760,2779.810059,2707.120117,2768.73999,2768.73999,4405300
23-08-2021,2779.969971,2900.219971,2774.958984,2891.01001,2891.01001,4426900
30-08-2021,2894.090088,2936.409912,2870.100098,2895.5,2895.5,5022200
06-09-2021,2894.98999,2920.379883,2834.830078,2838.419922,2838.419922,3917500
13-09-2021,2864.02002,2911.629883,2821.22998,2829.27002,2829.27002,7003600
20-09-2021,2780.003906,2858.070068,2741.060059,2852.659912,2852.659912,5366900
27-09-2021,2831.709961,2850,2660,2729.25,2729.25,7552700
04-10-2021,2713.98999,2806.340088,2623.330078,2801.120117,2801.120117,5629700
11-10-2021,2796,2844,2725,2833.5,2833.5,4908800
18-10-2021,2824.27002,2884.955078,2743.409912,2772.5,2772.5,4742600
25-10-2021,2776.209961,2982.360107,2734.969971,2965.409912,2965.409912,8128100
01-11-2021,2963.300049,3011.415039,2871.590088,2984.820068,2984.820068,5820800
08-11-2021,3000,3020.689941,2906.5,2992.909912,2992.909912,4374200
15-11-2021,3000,3037,2967,2999.050049,2999.050049,4760800
22-11-2021,3002.834961,3014.889893,2849.709961,2856.120117,2856.120117,3809500
29-11-2021,2885.969971,2937.23999,2819.639893,2850.409912,2850.409912,7214000
06-12-2021,2871.47998,2992.100098,2812.939941,2973.5,2973.5,5231700
13-12-2021,2968.879883,2971.25,2835.76001,2856.060059,2856.060059,7348300
20-12-2021,2813.592041,2971.451904,2805,2942.850098,2942.850098,3603400
27-12-2021,2949.27002,2968.530029,2893.550049,2893.590088,2893.590088,3958900
03-01-2022,2889.51001,2932.199951,2715.780029,2740.090088,2740.090088,7312100
10-01-2022,2701.97998,2863.709961,2662.810059,2795.72998,2795.72998,6581600
17-01-2022,2732,2767.98999,2600.02002,2601.840088,2601.840088,5601400
24-01-2022,2520.550049,2667.409912,2492.839111,2665.790039,2665.790039,9577600
